co_p,crossover,elitism,gens,mu_p,select,fitness,popsize
0.7,cycle_co,True,400,0.3,rank,9244,100
0.7,cycle_co,True,400,0.5,tournament,9244,100
0.7,cycle_co,True,400,0.5,rank,9244,100
0.7,cycle_co,True,400,0.7,tournament,9244,100
0.7,cycle_co,True,400,0.7,rank,9244,100
0.7,cycle_co,True,400,0.9,tournament,9244,100
0.7,cycle_co,True,400,0.9,rank,9244,100
0.7,cycle_co,True,700,0.1,tournament,9004,100
0.7,cycle_co,True,700,0.1,rank,9004,100
0.7,cycle_co,True,700,0.3,tournament,9004,100
0.7,cycle_co,True,700,0.3,rank,9004,100
0.7,cycle_co,True,700,0.5,tournament,9004,100
0.7,cycle_co,True,700,0.5,rank,9004,100
0.7,cycle_co,True,700,0.7,tournament,9004,100
0.7,cycle_co,True,700,0.7,rank,9004,100
0.7,cycle_co,True,700,0.9,tournament,9004,100
0.7,cycle_co,True,700,0.9,rank,9004,100
0.7,cycle_co,True,1000,0.1,tournament,9004,100
0.7,cycle_co,True,1000,0.1,rank,9004,100
0.7,cycle_co,True,1000,0.3,tournament,9004,100
0.7,cycle_co,True,1000,0.3,rank,9004,100
0.7,cycle_co,True,1000,0.5,tournament,9004,100
0.7,cycle_co,True,1000,0.5,rank,8865,100
0.7,cycle_co,True,1000,0.7,tournament,8865,100
